name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000198855,FICD,387.8,260.6,127.2,0.488,-1,0.0037,1,0.0085,71,383,315,239,231,135,123,138,119,137,119
ENSG00000169231,THBS3,2522.6,1718.2,804.4,0.468,-1.1,0.0037,1,0.0085,71,2417,2129,953,2056,1036,788,947,519,718,1050
ENSG00000164082,GRM2,263,62.8,200.2,3.184,1.7,0.0037,1,0.0085,71,149,40,44,28,53,295,172,200,189,145
ENSG00000187510,PLEKHG7,93.6,82.4,11.2,0.137,-2.9,0.0037,1,0.0085,71,86,27,22,17,260,6,14,14,7,15
ENSG00000265458,NARF-AS2,60,17.8,42.2,2.374,1.2,0.0037,1,0.0085,71,31,16,14,19,9,51,39,41,46,34
ENSG00000061987,MON2,3945,1680.4,2264.6,1.348,0.4,0.0037,1,0.0085,71,1573,1744,1768,1725,1592,2238,2280,1986,2341,2478
ENSG00000273449,ENSG00000273449,100.2,20.4,79.8,3.874,2,0.0037,1,0.0085,71,21,24,44,8,5,44,93,62,75,125
ENSG00000167604,NFKBID,1872.4,503.4,1369,2.716,1.4,0.0037,1,0.0085,71,788,436,307,211,775,2097,1558,1383,1035,772
ENSG00000130204,TOMM40,2774.2,1829.6,944.6,0.516,-1,0.0037,1,0.0085,71,1107,1533,1972,1342,3194,913,907,1024,998,881
ENSG00000178726,THBD,2636.4,2151.4,485,0.225,-2.1,0.0037,1,0.0085,71,2658,979,2908,3626,586,982,409,228,170,636
ENSG00000255760,LINC02422,70.2,15,55.2,3.623,1.9,0.0037,1,0.0085,71,15,21,19,15,5,12,72,67,48,77
ENSG00000157985,AGAP1,1382.6,1147.8,234.8,0.205,-2.3,0.0037,1,0.0085,71,952,1217,1526,1080,964,243,29,232,595,75
ENSG00000112053,SLC26A8,71,11.6,59.4,4.973,2.3,0.0037,1,0.0086,71,14,10,5,8,21,17,132,16,51,81
ENSG00000264230,ANXA8L1,287.4,274.8,12.6,0.046,-4.4,0.0037,1,0.0086,71,285,96,85,907,1,2,6,9,15,31
ENSG00000131355,ADGRE3,466,72.6,393.4,5.36,2.4,0.0038,1,0.0086,71,187,112,15,17,32,569,392,273,369,364
ENSG00000168028,RPSA,39528.6,14137.4,25391.2,1.796,0.8,0.0038,1,0.0086,72,11522,12521,21851,10910,13883,31311,27191,26755,23214,18485
ENSG00000163156,SCNM1,1742,690.6,1051.4,1.523,0.6,0.0038,1,0.0086,72,564,745,551,873,720,1021,1011,987,1032,1206
ENSG00000168701,TMEM208,1383.4,840.8,542.6,0.646,-0.6,0.0038,1,0.0086,72,724,829,1126,841,684,529,493,527,542,622
ENSG00000125459,MSTO1,891.2,561.2,330,0.588,-0.8,0.0038,1,0.0086,72,535,535,364,761,611,368,321,321,352,288
ENSG00000007541,PIGQ,2596.8,1589.2,1007.6,0.634,-0.7,0.0038,1,0.0086,72,1585,1392,1649,1171,2149,872,1200,913,1010,1043
ENSG00000182902,SLC25A18,50,41,9,0.223,-2.2,0.0038,1,0.0086,72,33,15,83,47,27,7,6,5,4,23
ENSG00000101624,CEP76,292.6,204.4,88.2,0.433,-1.2,0.0038,1,0.0086,72,113,158,167,215,369,85,88,96,102,70
ENSG00000143947,RPS27A,46017.4,16772.2,29245.2,1.744,0.8,0.0038,1,0.0086,72,13307,13793,16148,16400,24213,37132,31796,30715,24423,22160
ENSG00000170113,NIPA1,1305.8,837,468.8,0.561,-0.8,0.0038,1,0.0086,72,533,680,968,1134,870,346,497,439,564,498
ENSG00000112357,PEX7,286.2,194.8,91.4,0.47,-1.1,0.0038,1,0.0086,72,127,263,145,182,257,102,82,126,76,71
ENSG00000167613,LAIR1,1277,378.4,898.6,2.369,1.2,0.0038,1,0.0086,72,505,536,465,225,161,567,904,1113,946,963
ENSG00000065057,NTHL1,473,304.4,168.6,0.554,-0.9,0.0038,1,0.0087,72,290,246,300,244,442,138,176,163,166,200
ENSG00000167548,KMT2D,18491.4,6848.8,11642.6,1.7,0.8,0.0038,1,0.0087,72,5979,4477,9506,5953,8329,10649,11120,10612,12219,13613
ENSG00000172965,MIR4435-2HG,1037,693.8,343.2,0.495,-1,0.0038,1,0.0087,72,469,1099,890,590,421,313,293,353,421,336
ENSG00000214595,EML6,661,554.6,106.4,0.192,-2.4,0.0038,1,0.0087,72,281,121,164,1020,1187,57,147,85,157,86
ENSG00000186806,VSIG10L,276.2,238.2,38,0.16,-2.6,0.0038,1,0.0087,72,262,160,662,80,27,26,45,35,24,60
ENSG00000106397,PLOD3,3875.6,2286,1589.6,0.696,-0.5,0.0038,1,0.0087,73,2103,2179,2624,2578,1946,1393,1411,1573,1771,1800
ENSG00000163644,PPM1K,2022,617.4,1404.6,2.272,1.2,0.0038,1,0.0087,73,779,898,491,213,706,1332,1467,1725,1396,1103
ENSG00000168522,FNTA,3165.2,1940.2,1225,0.632,-0.7,0.0038,1,0.0087,73,1487,1682,1581,2306,2645,1236,1213,1227,1352,1097
ENSG00000124613,ZNF391,226.6,158,68.6,0.434,-1.2,0.0038,1,0.0087,73,147,237,132,141,133,63,87,103,52,38
ENSG00000115267,IFIH1,1309.6,463.2,846.4,1.824,0.9,0.0038,1,0.0087,73,448,743,430,336,359,726,694,910,871,1031
ENSG00000197892,KIF13B,2471.4,846,1625.4,1.92,0.9,0.0038,1,0.0087,73,1299,955,878,563,535,1338,1451,1380,1966,1992
ENSG00000245848,CEBPA,1425.2,513.6,911.6,1.776,0.8,0.0038,1,0.0087,73,438,505,743,323,559,693,922,926,1098,919
ENSG00000157837,SPPL3,3075,1864,1211,0.65,-0.6,0.0038,1,0.0087,73,1707,1841,2574,1744,1454,1384,1259,1046,1131,1235
ENSG00000163939,PBRM1,3590.4,1443.6,2146.8,1.487,0.6,0.0038,1,0.0087,73,1208,1849,1226,1342,1593,2082,1926,1992,2279,2455
ENSG00000171928,TVP23B,1446,1086.8,359.2,0.331,-1.6,0.0038,1,0.0087,73,351,917,953,2572,641,364,324,358,409,341
ENSG00000171055,FEZ2,1765.8,1083.8,682,0.629,-0.7,0.0038,1,0.0087,73,977,1045,1040,871,1486,658,587,622,681,862
ENSG00000118997,DNAH7,55,43.6,11.4,0.265,-1.9,0.0038,1,0.0087,73,47,38,29,17,87,13,21,4,7,12
ENSG00000226383,LINC01876,123.6,107.8,15.8,0.149,-2.7,0.0038,1,0.0087,73,39,29,66,134,271,33,19,18,7,2
ENSG00000211943,IGHV3-15,324.4,304.4,20,0.066,-3.9,0.0038,1,0.0087,73,297,499,340,7,379,0,31,52,7,10
ENSG00000186432,KPNA4,4493,2931,1562,0.533,-0.9,0.0038,1,0.0088,73,1420,2456,3384,4169,3226,1848,1444,1450,1645,1423
ENSG00000148925,BTBD10,1261.8,770.2,491.6,0.638,-0.6,0.0038,1,0.0088,73,561,690,728,911,961,508,454,519,485,492
ENSG00000159840,ZYX,24908.6,7786.2,17122.4,2.199,1.1,0.0038,1,0.0088,73,11767,10300,6799,6553,3512,12599,17938,14735,15915,24425
ENSG00000259891,ENSG00000259891,172.2,118.4,53.8,0.455,-1.1,0.0038,1,0.0088,73,197,118,75,99,103,44,55,54,45,71
ENSG00000132704,FCRL2,807.2,176.4,630.8,3.567,1.8,0.0039,1,0.0088,73,252,177,262,52,139,184,613,1029,451,877
ENSG00000132109,TRIM21,1274.2,425.6,848.6,1.991,1,0.0039,1,0.0088,73,632,530,446,290,230,686,749,917,971,920
ENSG00000272902,TBC1D8-AS1,66.2,51.2,15,0.295,-1.8,0.0039,1,0.0088,74,33,38,112,52,21,8,13,14,26,14
ENSG00000047249,ATP6V1H,2071.8,1409.2,662.6,0.471,-1.1,0.0039,1,0.0088,74,679,1155,1223,2655,1334,629,646,658,693,687
ENSG00000066455,GOLGA5,2415,1490.8,924.2,0.62,-0.7,0.0039,1,0.0088,74,1079,1450,1280,2193,1452,823,914,963,915,1006
ENSG00000185608,MRPL40,1178.2,792.2,386,0.488,-1,0.0039,1,0.0088,74,485,528,642,892,1414,372,381,419,364,394
ENSG00000183570,PCBP3,201,154.4,46.6,0.302,-1.7,0.0039,1,0.0088,74,220,126,207,175,44,19,76,42,57,39
ENSG00000102854,MSLN,288.2,268.2,20,0.074,-3.7,0.0039,1,0.0088,74,779,233,210,75,44,7,64,1,7,21
ENSG00000179397,CATSPERE,92.6,61.2,31.4,0.513,-1,0.0039,1,0.0088,74,70,54,49,70,63,42,33,21,31,30
ENSG00000154269,ENPP3,56.6,45.2,11.4,0.253,-2,0.0039,1,0.0088,74,97,61,19,17,32,13,15,13,4,12
ENSG00000174529,TMEM81,103.6,70.4,33.2,0.473,-1.1,0.0039,1,0.0088,74,83,72,97,62,38,27,36,29,37,37
ENSG00000212607,SNORA3B,90.8,19,71.8,3.775,1.9,0.0039,1,0.0088,74,13,11,8,11,52,100,93,53,67,46
ENSG00000232912,RERE-AS1,62.6,12.2,50.4,4.017,2,0.0039,1,0.0089,74,32,9,8,3,9,25,58,45,44,80
ENSG00000104327,CALB1,351.4,333.6,17.8,0.054,-4.2,0.0039,1,0.0089,74,16,368,3,965,316,9,25,15,14,26
ENSG00000157450,RNF111,2430.6,940.2,1490.4,1.585,0.7,0.0039,1,0.0089,74,650,852,842,1107,1250,1514,1552,1342,1603,1441
ENSG00000085788,DDHD2,4386.2,3019,1367.2,0.453,-1.1,0.0039,1,0.0089,74,1511,2483,1932,5635,3534,1435,1449,1389,1421,1142
ENSG00000160584,SIK3,5424.8,1959.2,3465.6,1.769,0.8,0.0039,1,0.0089,74,1785,1730,1339,3282,1660,3292,3432,3044,3685,3875
ENSG00000213918,DNASE1,2328.2,922.8,1405.4,1.523,0.6,0.0039,1,0.0089,74,997,699,1081,799,1038,1165,1391,1610,1544,1317
ENSG00000086598,TMED2,7666,4890.6,2775.4,0.568,-0.8,0.0039,1,0.0089,74,3038,5977,6963,4978,3497,3175,2682,2589,2922,2509
ENSG00000167216,KATNAL2,257,178.4,78.6,0.441,-1.2,0.0039,1,0.0089,74,179,227,101,148,237,65,95,80,106,47
ENSG00000282826,FRG1CP,584.2,184.8,399.4,2.159,1.1,0.0039,1,0.0089,74,173,283,119,249,100,427,475,343,409,343
ENSG00000182557,SPNS3,378.8,52.2,326.6,6.195,2.6,0.0039,1,0.0089,75,168,43,27,14,9,336,510,184,374,229
ENSG00000090470,PDCD7,1367.2,868.6,498.6,0.574,-0.8,0.0039,1,0.0089,75,612,748,670,1116,1197,440,462,532,583,476
ENSG00000165699,TSC1,4749.8,1866.4,2883.4,1.545,0.6,0.0039,1,0.0089,75,2586,1932,1380,1907,1527,3033,2843,2680,2992,2869
ENSG00000225614,ZNF469,1031,699.8,331.2,0.473,-1.1,0.0039,1,0.0089,75,760,955,850,661,273,282,303,365,304,402
ENSG00000242265,PEG10,1390.6,1318,72.6,0.055,-4.2,0.0039,1,0.0089,75,254,184,2022,35,4095,37,19,100,66,141
ENSG00000110013,SIAE,1503.8,1080,423.8,0.393,-1.3,0.0039,1,0.0089,75,1728,589,740,1784,559,403,555,419,281,461
ENSG00000274029,ENSG00000274029,27.2,4,23.2,5.45,2.4,0.0039,1,0.0089,75,13,3,3,1,0,15,17,30,15,39
ENSG00000106462,EZH2,1812.6,1309.6,503,0.384,-1.4,0.0039,1,0.0089,75,421,704,1867,1450,2106,457,538,538,511,471
ENSG00000171858,RPS21,15727.6,5421,10306.6,1.901,0.9,0.0039,1,0.0089,75,3209,4044,8080,5087,6685,12152,11405,11219,9051,7706
ENSG00000144504,ANKMY1,1733,622,1111,1.786,0.8,0.0039,1,0.0089,75,908,529,661,666,346,1087,1078,1156,1254,980
ENSG00000005448,WDR54,988.8,656.2,332.6,0.508,-1,0.0039,1,0.0089,75,410,373,788,759,951,340,312,354,357,300
ENSG00000118496,FBXO30,964.4,617.2,347.2,0.563,-0.8,0.0039,1,0.0089,75,357,515,737,730,747,307,336,357,405,331
ENSG00000253854,ENSG00000253854,63.6,45.8,17.8,0.389,-1.4,0.0039,1,0.0089,75,23,38,45,64,59,8,24,15,22,20
ENSG00000173327,MAP3K11,8520.6,3140.6,5380,1.713,0.8,0.0039,1,0.0089,75,4636,2452,3926,2455,2234,5263,5500,5389,5021,5727
ENSG00000097046,CDC7,777.6,499.2,278.4,0.558,-0.8,0.0039,1,0.0089,75,361,356,636,471,672,283,250,330,277,252
ENSG00000104154,SLC30A4,373.6,242.6,131,0.541,-0.9,0.004,1,0.009,75,245,334,225,220,189,123,127,175,127,103
ENSG00000010295,IFFO1,5462.6,1367.6,4095,2.991,1.6,0.004,1,0.009,75,2731,2013,972,452,670,3288,4034,3704,4208,5241
ENSG00000101255,TRIB3,915.4,664,251.4,0.379,-1.4,0.004,1,0.009,75,222,392,672,1089,945,253,291,263,268,182
ENSG00000116584,ARHGEF2,7808,2924.8,4883.2,1.669,0.7,0.004,1,0.009,75,4268,3290,2337,2647,2082,4001,5059,4582,5370,5404
ENSG00000118432,CNR1,149.4,126.8,22.6,0.177,-2.5,0.004,1,0.009,75,220,74,147,32,161,6,43,13,7,44
ENSG00000128266,GNAZ,468.6,117.2,351.4,2.995,1.6,0.004,1,0.009,76,73,184,158,141,30,428,405,378,328,218
ENSG00000064999,ANKS1A,2643.6,1610.6,1033,0.641,-0.6,0.004,1,0.009,76,1869,1790,1386,1218,1790,903,1145,883,941,1293
ENSG00000187091,PLCD1,1334.4,503,831.4,1.652,0.7,0.004,1,0.009,76,643,616,366,475,415,822,782,907,971,675
ENSG00000162368,CMPK1,5092.2,1927.6,3164.6,1.642,0.7,0.004,1,0.009,76,1427,2453,2125,2224,1409,3982,3197,2879,3180,2585
ENSG00000267680,ZNF224,1337,491.8,845.2,1.718,0.8,0.004,1,0.009,76,498,479,414,324,744,750,917,816,870,873
ENSG00000181617,FDCSP,757.6,757.6,0,0,-12.6,0.004,1,0.009,76,757,2971,27,15,18,0,0,0,0,0
ENSG00000010404,IDS,7106,2612.8,4493.2,1.72,0.8,0.004,1,0.009,76,2990,3083,3123,2459,1409,5058,3822,4176,5164,4246
ENSG00000172159,FRMD3,415.4,83,332.4,3.986,2,0.004,1,0.009,76,192,84,89,17,33,407,461,276,236,282
ENSG00000100442,FKBP3,1239.6,754.6,485,0.643,-0.6,0.004,1,0.009,76,534,697,781,849,912,537,486,470,491,441
ENSG00000224650,IGHV3-74,113.4,94.8,18.6,0.198,-2.3,0.004,1,0.009,76,48,94,83,12,237,8,17,23,23,22
ENSG00000270108,ENSG00000270108,93.6,29.6,64,2.156,1.1,0.004,1,0.009,76,25,25,22,33,43,94,72,54,51,49
ENSG00000185104,FAF1,1927.4,1147.4,780,0.68,-0.6,0.004,1,0.0091,76,982,1041,1508,1047,1159,848,737,751,787,777
ENSG00000100629,CEP128,347.4,239,108.4,0.453,-1.1,0.004,1,0.0091,76,195,257,270,146,327,119,93,123,148,59
ENSG00000106477,CEP41,617.8,392.8,225,0.573,-0.8,0.004,1,0.0091,76,272,355,536,432,369,199,258,242,230,196
ENSG00000157766,ACAN,84.2,74.6,9.6,0.131,-2.9,0.004,1,0.0091,76,139,69,120,3,42,14,11,15,7,1
ENSG00000269981,ENSG00000269981,805.2,218.6,586.6,2.684,1.4,0.004,1,0.0091,76,315,116,198,239,225,227,613,526,476,1091
ENSG00000226167,AP4B1-AS1,127.4,44.2,83.2,1.88,0.9,0.004,1,0.0091,76,45,53,40,46,37,101,76,60,89,90
ENSG00000150753,CCT5,8024.4,5312,2712.4,0.511,-1,0.004,1,0.0091,76,2272,5098,4991,7150,7049,2402,2396,2899,2925,2940
ENSG00000165171,METTL27,246.2,223.2,23,0.104,-3.3,0.004,1,0.0091,77,33,21,440,501,121,17,6,43,21,28
ENSG00000186301,MST1P2,690.2,539.6,150.6,0.279,-1.8,0.004,1,0.0091,77,417,367,269,1448,197,122,197,163,157,114
ENSG00000091317,CMTM6,7822.4,2727.6,5094.8,1.868,0.9,0.004,1,0.0091,77,1549,2374,3587,2135,3993,6333,4617,4929,4457,5138
ENSG00000211599,IGKV5-2,238.4,226.8,11.6,0.053,-4.2,0.004,1,0.0091,77,749,161,132,1,91,2,19,27,8,2
ENSG00000111906,HDDC2,1504,918.2,585.8,0.638,-0.6,0.004,1,0.0091,77,761,992,755,886,1197,552,504,704,630,539
ENSG00000153936,HS2ST1,1409.6,902.6,507,0.562,-0.8,0.004,1,0.0091,77,682,1082,1287,541,921,535,500,481,553,466
ENSG00000115896,PLCL1,573,148,425,2.865,1.5,0.004,1,0.0091,77,194,239,137,79,91,632,413,590,324,166
ENSG00000134765,DSC1,61,7,54,8.111,3,0.004,1,0.0091,77,0,1,4,15,15,101,38,61,54,16
ENSG00000280407,ENSG00000280407,328.8,87,241.8,2.774,1.5,0.004,1,0.0091,77,70,66,46,135,118,431,245,223,194,116
ENSG00000171425,ZNF581,1281.4,440.6,840.8,1.908,0.9,0.004,1,0.0091,77,356,467,423,246,711,871,811,868,690,964
ENSG00000164659,ELAPOR2,1080,871.4,208.6,0.239,-2.1,0.0041,1,0.0092,77,2273,410,666,313,695,298,169,80,332,164
ENSG00000135643,KCNMB4,200,153.2,46.8,0.304,-1.7,0.0041,1,0.0092,77,131,280,91,39,225,44,48,40,38,64
ENSG00000163734,CXCL3,291,240.4,50.6,0.21,-2.2,0.0041,1,0.0092,77,345,192,171,61,433,28,108,26,18,73
ENSG00000154727,GABPA,1446.4,539.6,906.8,1.681,0.7,0.0041,1,0.0092,78,452,548,606,743,349,1021,971,839,916,787
ENSG00000136044,APPL2,2749.4,1730.6,1018.8,0.589,-0.8,0.0041,1,0.0092,78,1496,1536,1956,2582,1083,1097,978,1034,1018,967
ENSG00000120696,KBTBD7,234.6,166.2,68.4,0.412,-1.3,0.0041,1,0.0092,78,140,116,216,108,251,34,68,88,88,64
ENSG00000091073,DTX2,1154.8,730.4,424.4,0.581,-0.8,0.0041,1,0.0092,78,716,678,475,801,982,371,494,376,364,517
ENSG00000007202,BLTP2,9518.6,3890.4,5628.2,1.447,0.5,0.0041,1,0.0092,78,4089,3812,4622,3738,3191,5019,5447,5024,5976,6675
ENSG00000267934,ENSG00000267934,44,36,8,0.228,-2.1,0.0041,1,0.0092,78,52,33,15,12,68,4,8,16,10,2
ENSG00000110076,NRXN2,162.8,129.6,33.2,0.259,-2,0.0041,1,0.0092,78,257,73,135,141,42,33,21,63,13,36
ENSG00000115234,SNX17,7950.8,3327.8,4623,1.389,0.5,0.0041,1,0.0093,78,3234,3397,3926,3253,2829,4373,4321,4641,4551,5229
ENSG00000233885,YEATS2-AS1,302.4,209.8,92.6,0.442,-1.2,0.0041,1,0.0093,78,103,155,317,235,239,90,70,80,117,106
ENSG00000104381,GDAP1,548.2,384.6,163.6,0.426,-1.2,0.0041,1,0.0093,79,218,235,497,280,693,196,137,165,148,172
ENSG00000092330,TINF2,3841.8,1530.2,2311.6,1.51,0.6,0.0041,1,0.0093,79,1775,1586,1455,1770,1065,2064,2015,2525,2408,2546
ENSG00000270696,ENSG00000270696,215,142.6,72.4,0.508,-1,0.0041,1,0.0093,79,109,149,199,122,134,52,76,61,89,84
ENSG00000141098,GFOD2,1215.4,788.4,427,0.542,-0.9,0.0041,1,0.0093,79,1156,608,934,764,480,351,479,367,498,440
ENSG00000284669,ENSG00000284669,577,85.4,491.6,5.735,2.5,0.0041,1,0.0093,79,275,24,71,25,32,696,467,374,257,664
ENSG00000224897,POT1-AS1,38.6,29.8,8.8,0.302,-1.7,0.0041,1,0.0093,79,28,43,41,12,25,14,5,11,12,2
ENSG00000172331,BPGM,1078.6,695,383.6,0.552,-0.9,0.0041,1,0.0093,79,400,637,692,1063,683,399,356,363,360,440
ENSG00000187595,ZNF385C,155.2,128.6,26.6,0.205,-2.3,0.0041,1,0.0093,79,46,326,87,39,145,55,20,16,26,16
ENSG00000163104,SMARCAD1,2313,1486.8,826.2,0.556,-0.8,0.0041,1,0.0093,79,864,1418,2250,1192,1710,853,787,849,941,701
ENSG00000103056,SMPD3,696.6,217.2,479.4,2.205,1.1,0.0042,1,0.0093,79,361,177,238,90,220,587,434,464,468,444
ENSG00000133265,HSPBP1,1238.2,776.6,461.6,0.594,-0.8,0.0042,1,0.0093,79,599,769,1063,548,904,434,396,478,470,530
ENSG00000173166,RAPH1,286.6,202.4,84.2,0.416,-1.3,0.0042,1,0.0094,79,114,133,233,228,304,104,86,54,61,116
ENSG00000074603,DPP8,3238,1365.6,1872.4,1.371,0.5,0.0042,1,0.0094,79,1228,1329,1354,1625,1292,1758,1818,1823,2031,1932
ENSG00000083097,DOP1A,1877.4,746,1131.4,1.516,0.6,0.0042,1,0.0094,79,902,853,590,769,616,1174,1168,1039,1288,988
ENSG00000109919,MTCH2,2369.6,1416,953.6,0.673,-0.6,0.0042,1,0.0094,80,1046,1356,1332,1686,1660,867,946,958,939,1058
ENSG00000278828,H3C10,575.4,86,489.4,5.715,2.5,0.0042,1,0.0094,80,32,43,87,50,218,957,897,163,193,237
ENSG00000165996,HACD1,125.6,100.8,24.8,0.247,-2,0.0042,1,0.0094,80,80,58,265,33,68,17,37,34,18,18
ENSG00000145191,EIF2B5,5949.4,3636.8,2312.6,0.636,-0.7,0.0042,1,0.0094,80,2670,2667,3978,4731,4138,2261,2274,2504,2394,2130
ENSG00000081052,COL4A4,337.4,268.4,69,0.256,-2,0.0042,1,0.0094,80,482,361,317,55,127,50,99,37,62,97
ENSG00000144649,GASK1A,156.6,138.2,18.4,0.133,-2.9,0.0042,1,0.0094,80,301,293,34,41,22,38,19,13,11,11
ENSG00000110002,VWA5A,1535.8,1136,399.8,0.352,-1.5,0.0042,1,0.0094,80,2084,1497,519,1142,438,383,347,505,245,519
ENSG00000152455,SUV39H2,290.6,198.8,91.8,0.463,-1.1,0.0042,1,0.0094,80,97,191,192,312,202,76,84,90,109,100
ENSG00000272841,MAP3K4-AS1,99,84,15,0.184,-2.4,0.0042,1,0.0094,80,21,104,55,22,218,14,7,28,14,12
ENSG00000181924,COA4,1526.8,914.2,612.6,0.67,-0.6,0.0042,1,0.0094,80,731,856,942,891,1151,523,608,660,655,617
ENSG00000100036,SLC35E4,268.6,195.4,73.2,0.377,-1.4,0.0042,1,0.0094,80,154,126,169,399,129,104,72,65,43,82
ENSG00000076043,REXO2,1848.2,1319.4,528.8,0.401,-1.3,0.0042,1,0.0094,80,808,1273,860,2800,856,463,568,697,579,337
ENSG00000067955,CBFB,2523,943.2,1579.8,1.675,0.7,0.0042,1,0.0094,80,558,1082,1137,1157,782,1677,1498,1740,1621,1363
ENSG00000124786,SLC35B3,1206.8,736.8,470,0.638,-0.6,0.0042,1,0.0094,80,534,863,801,750,736,412,491,452,417,578
ENSG00000122359,ANXA11,12234,4621.8,7612.2,1.647,0.7,0.0042,1,0.0095,80,6327,5526,4083,4300,2873,7559,7338,7235,7751,8178
ENSG00000119121,TRPM6,42.2,38.4,3.8,0.104,-3.3,0.0042,1,0.0095,80,103,10,22,19,38,2,14,0,2,1
ENSG00000213699,SLC35F6,1964,1208.4,755.6,0.625,-0.7,0.0042,1,0.0095,80,1443,1261,1193,1092,1053,578,675,679,769,1077
ENSG00000253930,TNFRSF10A-AS1,46,10.2,35.8,3.438,1.8,0.0042,1,0.0095,80,25,9,10,3,4,36,44,31,37,31
ENSG00000173145,NOC3L,874.8,525.2,349.6,0.665,-0.6,0.0042,1,0.0095,81,526,495,547,485,573,336,366,368,395,283
ENSG00000160014,CALM3,12904.8,4875.4,8029.4,1.647,0.7,0.0042,1,0.0095,81,5477,5357,5638,2741,5164,7886,8666,9042,7464,7089
ENSG00000101210,EEF1A2,810.4,801.2,9.2,0.011,-6.4,0.0042,1,0.0095,81,19,12,3885,32,58,11,7,9,3,16
ENSG00000102858,MGRN1,5867.6,2344.2,3523.4,1.503,0.6,0.0042,1,0.0095,81,2995,2153,2379,2151,2043,4096,2862,3358,4180,3121
ENSG00000185650,ZFP36L1,26620.8,16954.8,9666,0.57,-0.8,0.0042,1,0.0095,81,22729,17772,11625,11832,20816,10126,11073,10502,9229,7400
ENSG00000013364,MVP,14765.6,5512.6,9253,1.679,0.7,0.0043,1,0.0095,81,7751,5799,4956,5623,3434,8308,7746,10000,9747,10464
ENSG00000165678,GHITM,6471.6,2610.6,3861,1.479,0.6,0.0043,1,0.0095,81,2089,2588,3482,2734,2160,3982,3606,4001,3947,3769
ENSG00000127616,SMARCA4,7167,4221.4,2945.6,0.698,-0.5,0.0043,1,0.0096,81,3611,4706,3460,5153,4177,2757,2855,2863,3054,3199
ENSG00000173064,HECTD4,6527.2,2789.2,3738,1.34,0.4,0.0043,1,0.0096,81,2922,2922,2808,2524,2770,3451,3517,3656,4054,4012
ENSG00000185015,CA13,278.6,196.4,82.2,0.418,-1.3,0.0043,1,0.0096,81,187,190,184,77,344,95,81,84,76,75
ENSG00000280401,ENSG00000280401,30.2,6.8,23.4,3.039,1.6,0.0043,1,0.0096,82,8,16,4,4,2,27,18,20,26,26
ENSG00000101230,ISM1,1215.8,1132.8,83,0.073,-3.8,0.0043,1,0.0096,82,1969,3295,173,99,128,93,80,148,78,16
ENSG00000111775,COX6A1,2462,1503.6,958.4,0.638,-0.6,0.0043,1,0.0096,82,957,1470,1940,1628,1523,1050,903,976,898,965
ENSG00000279196,ENSG00000279196,45.2,33.4,11.8,0.352,-1.5,0.0043,1,0.0096,82,55,46,31,21,14,12,18,13,9,7
ENSG00000164221,CCDC112,406.8,133.6,273.2,2.037,1,0.0043,1,0.0096,82,154,196,96,73,149,262,250,245,286,323
ENSG00000100714,MTHFD1,1868.4,1131.8,736.6,0.651,-0.6,0.0043,1,0.0096,82,897,1014,1080,1113,1555,627,708,800,758,790
ENSG00000196975,ANXA4,3568,2228.8,1339.2,0.601,-0.7,0.0043,1,0.0096,82,1724,1981,1708,3177,2554,1298,1057,1336,1326,1679
ENSG00000108433,GOSR2,2740.8,1588.4,1152.4,0.725,-0.5,0.0043,1,0.0097,82,1613,1808,1482,1687,1352,1104,1067,1185,1219,1187
ENSG00000066422,ZBTB11,2313.6,877,1436.6,1.639,0.7,0.0043,1,0.0097,82,687,641,853,1022,1182,1818,1329,1271,1302,1463
ENSG00000117479,SLC19A2,700,507.4,192.6,0.38,-1.4,0.0043,1,0.0097,82,215,325,441,550,1006,238,170,150,147,258
ENSG00000165724,ZMYND19,1184.2,726.2,458,0.631,-0.7,0.0043,1,0.0097,82,550,687,651,910,833,374,498,465,524,429
ENSG00000119402,FBXW2,5532.4,2283.6,3248.8,1.423,0.5,0.0043,1,0.0097,82,2633,2378,2300,2299,1808,3080,3198,2886,3216,3864
ENSG00000154134,ROBO3,1231.2,832.6,398.6,0.478,-1.1,0.0043,1,0.0097,82,1224,1216,513,516,694,502,339,478,353,321
ENSG00000140941,MAP1LC3B,5082.4,1972.2,3110.2,1.576,0.7,0.0043,1,0.0097,82,1841,2649,1807,2031,1533,3811,2490,2797,2837,3616
ENSG00000197915,HRNR,74.6,65.2,9.4,0.153,-2.7,0.0043,1,0.0097,82,43,36,63,175,9,15,5,18,7,2
ENSG00000143546,S100A8,36770,5043.4,31726.6,6.292,2.7,0.0043,1,0.0097,82,4803,1114,453,13413,5434,21293,38606,30927,21194,46613
ENSG00000105146,AURKC,93.6,70.2,23.4,0.331,-1.6,0.0043,1,0.0097,82,102,96,44,19,90,33,25,17,19,23
ENSG00000100225,FBXO7,6950.2,2766.6,4183.6,1.512,0.6,0.0043,1,0.0097,82,2465,2351,2877,3024,3116,5533,3550,4319,4162,3354
ENSG00000196421,C20orf204,269.6,222.2,47.4,0.214,-2.2,0.0043,1,0.0097,82,99,56,203,97,656,52,39,41,52,53
